Feature	ERR479243	ERR479263	ERR479142	ERR478958	ERR479037	ERR479022	ERR479417	ERR479393	ERR479111	ERR478986	ERR479177	ERR479169	ERR479010	ERR479132	ERR479175	ERR479167	ERR479423	ERR478970	ERR479440	ERR479294	ERR478984	ERR479339	ERR479353	ERR479079	ERR479357	ERR479374	ERR479355	ERR479397	ERR479415	ERR479319	ERR479077	ERR479063	ERR479223	ERR479033	ERR479335	ERR479401	ERR479029	ERR478962	ERR479138	ERR478990	ERR479235	ERR479391	ERR479083	ERR479128	ERR479276	ERR479370	ERR479255	ERR479000	ERR479071	ERR479378	ERR479290	ERR479059	ERR479173	ERR479183	ERR479219	ERR479049	ERR479039	ERR479413	ERR479524	ERR478974	ERR479488	ERR478976	ERR479460	ERR479107	ERR479436	ERR479093	ERR479512	ERR479101	ERR479538	ERR479286	ERR479554	ERR479341
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__MGYG000004670	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__MGYG000004701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__MGYG000004864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Desulfovibrio|s__MGYG000004901	0	0	0	0	0	0	1684	0	0	0	0	0	0	1289	0	0	0	0	1489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Mailhella|s__MGYG000000566	0	0	38	17	43	10	0	0	32	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	18	0	16	0	0	0	0	0	17	0	0	0	0	0	0	0	77	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	32	0
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Mailhella|s__MGYG000003918	25	0	17	31	15	33	0	16	19	0	0	29	87	0	15	11	0	15	0	0	0	20	147	0	96	0	39	0	27	48	41	19	19	12	0	19	0	31	59	0	16	0	0	13	0	30	0	0	12	0	29	17	0	14	34	11	0	12	37	53	13	17	43	0	14	0	0	0	0	0	0	0
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Mailhella|s__MGYG000004649	0	0	0	30	0	43	0	36	490	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	36	41	0	0	0	0	0	0	10	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	48	0	0	0
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Mailhella|s__MGYG000004659	0	0	0	32	0	94	0	42	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	2602	0	75	33	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	221	0	0	0	0	0	0	85	0	0	0
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Mailhella|s__MGYG000004750	0	21	0	206	0	57	0	872	0	0	0	0	0	0	0	0	0	0	1091	0	0	0	0	0	0	0	16	0	3014	28	0	0	0	0	0	0	834	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8350	0	0	0	0	0	0	0	0	25	0	0	0
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Mailhella|s__Mailhella_sp003150275	212	5964	0	0	0	0	0	184	0	0	0	794	11094	0	0	165	0	0	0	211	0	1213	5020	0	87	0	895	0	18	13	10943	0	39	0	0	0	23	0	1552	0	18	0	0	0	0	0	26	2275	0	0	0	0	0	2953	45	18	0	1295	0	0	0	0	0	0	0	0	5053	2462	142	0	0	0
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Mailhella|s__Mailhella_sp900541395	0	0	0	448	0	0	645	0	733	36	1708	189	1851	0	0	0	0	0	323	0	536	0	0	0	22852	0	0	545	47	0	0	946	0	0	0	746	649	167	605	2560	765	0	0	0	0	0	0	162	0	0	0	2730	236	151	2399	661	0	0	1680	1795	0	0	0	1542	256	0	144	0	0	0	1995	0
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Mailhella|s__Mailhella_sp900553065	0	0	652	1649	0	1060	0	456	967	0	0	292	2629	0	0	0	0	0	0	0	209	134	0	0	3083	0	1076	0	1338	1176	0	0	0	0	0	0	453	0	0	363	0	0	0	0	0	0	0	0	0	0	0	288	0	0	510	0	0	0	0	2329	0	0	0	0	0	0	0	0	1055	0	0	0
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Mailhella|s__Mailhella_sp900555975	0	0	80	31	0	20	0	27	0	0	0	22	80	0	0	0	0	0	0	0	15	0	0	0	65	0	23	0	19	34	0	40	0	0	21	31	15	10	12	21	11	0	0	0	0	0	0	30	0	26	0	34	0	0	27	28	0	33	0	53	0	0	24	0	24	0	0	0	0	0	0	0
k__Bacteria|p__Desulfobacterota|c__Desulfovibrionia|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Nitratidesulfovibrio|s__Nitratidesulfovibrio_vulgaris	0	0	0	14	0	0	19	0	0	0	0	16	0	0	0	0	23	0	0	0	0	0	240	0	77	0	22	22	15	10	109	0	18	0	0	0	0	0	0	0	46	0	137	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	14	0	11	0
k__Bacteria|p__Elusimicrobiota|c__Elusimicrobia|o__Elusimicrobiales|f__Elusimicrobiaceae|g__CADBRU01|s__MGYG000001768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Elusimicrobiota|c__Elusimicrobia|o__Elusimicrobiales|f__Elusimicrobiaceae|g__UBA1174|s__UBA1174_sp900556855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Elusimicrobiota|c__Elusimicrobia|o__Elusimicrobiales|f__Elusimicrobiaceae|g__UBA1436|s__UBA1436_sp002329395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Elusimicrobiota|c__Elusimicrobia|o__Elusimicrobiales|f__Elusimicrobiaceae|g__UBA1436|s__UBA1436_sp900540405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Elusimicrobiota|c__Elusimicrobia|o__Elusimicrobiales|f__Elusimicrobiaceae|g__UBA1436|s__UBA1436_sp900541355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Eremiobacterota|c__Xenobia|o__Xenobiales|f__Xenobiaceae|g__Bruticola|s__Bruticola_sp004554425	0	12	0	15	102	0	13	29	0	0	14	0	17	0	0	25	39	0	0	0	14	21	20	0	0	0	154	0	0	0	37	0	0	0	0	0	0	0	0	0	20	0	375	0	0	0	0	13	20	0	0	0	57	13	153	26	0	33	0	53	20	0	0	0	10	0	0	0	0	0	57	0
k__Bacteria|p__Eremiobacterota|c__Xenobia|o__Xenobiales|f__Xenobiaceae|g__Bruticola|s__Bruticola_sp900772775	0	13	0	0	15	0	0	0	0	31	10	0	0	0	0	0	0	23	0	0	0	0	0	43	0	0	0	0	116	0	131	57	31	0	98	0	0	0	0	0	11	0	0	0	18	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	17	0	0	0	14	0	0	0	33	0	0
k__Bacteria|p__Eremiobacterota|c__Xenobia|o__Xenobiales|f__Xenobiaceae|g__Bruticola|s__MGYG000002669	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	89	0	79	0	0	0	0	0	0	72	14	0	0	0	0	0	0	0	0	46	0	10	0	10	0	91	0	0	187	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Fibrobacterota|c__Fibrobacteria|o__Fibrobacterales|f__Fibrobacteraceae|g__Fibrobacter_A|s__Fibrobacter_A_intestinalis	0	0	0	0	0	0	0	14	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	10	0	0	33	0	0	0	0	0	0	0	14	0	17	0	88	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__Borkfalkia|s__Borkfalkia_ceftriaxoniphila	0	152	3561	35	0	1329	187	290	858	0	300	140	219	0	0	12	498	0	54	0	0	0	0	0	23	0	0	339	0	0	0	133	4319	0	0	0	0	0	30	512	8575	0	9954	185	0	4212	58	233	1572	0	0	0	982	105	467	177	0	142	282	43	1228	0	0	0	0	21	257	0	0	392	2031	14
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__Borkfalkia|s__Borkfalkia_sp900557285	0	0	15	598	0	0	0	199	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	103	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	681	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__Borkfalkia|s__Borkfalkia_sp900761665	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__Borkfalkia|s__Borkfalkia_sp900761675	0	0	0	84	0	0	91	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	14	0	55	15	0	0	0	0	0	0	0	0	0	0	20	29	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__Borkfalkia|s__MGYG000000676	0	0	15	42	0	0	24	20	105	0	27	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	335	0	0	52	0	0	0	0	0	0	0	0	649	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__Borkfalkia|s__MGYG000000733	0	0	85	621	16	0	18	0	243	0	85	17	26	0	0	0	0	0	63	0	34	21	0	119	10	0	65	0	0	0	0	20	0	0	0	0	32	0	50	30	0	0	20	0	0	0	0	35	0	22	58	27	0	0	0	0	0	0	14	289	42	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__Borkfalkia|s__MGYG000001844	0	0	73	4254	23	0	43	31	0	0	0	24	21	0	0	0	0	11	19	0	0	0	0	0	0	12	0	0	41	0	17	0	91	0	0	0	0	14	37	80	15	0	0	0	0	10	0	0	17	0	0	0	0	0	0	21	0	0	263	0	0	0	0	0	0	0	0	0	0	25	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__Borkfalkia|s__MGYG000002624	0	0	0	529	0	0	0	121	424	0	0	0	49	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	0	103	0	168	0	0	0	0	0	0	0	0	0	246	49	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__Borkfalkia|s__MGYG000002678	0	0	131	948	0	64	383	1081	0	0	115	0	617	0	0	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	441	0	0	0	54	0	7185	261	0	0	535	0	0	0	0	294	0	0	650	6489	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__Borkfalkia|s__MGYG000003934	0	0	54	391	0	1175	160	243	987	0	85	29	58	27	0	0	43	0	97	0	71	102	0	0	0	0	261	0	35	10	0	56	31	0	0	0	408	0	60	66	25	0	2504	0	0	12	17	207	53	0	622	75	0	0	13	0	0	0	90	181	37	22	0	0	0	0	0	0	0	0	50	16
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__Borkfalkia|s__MGYG000003953	0	0	0	0	0	0	0	15	167	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__Borkfalkia|s__MGYG000004020	0	0	11	84	0	0	18	0	10	0	28	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	29	0	0	0	0	1090	0	0	0	0	45	0	29	0	0	0	0	0	0	0	0	0	0	0	33	14	0	0	20	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__HGM11412|s__HGM11412_sp900770185	0	0	0	0	0	0	142	220	0	0	0	0	13	973	0	0	0	0	0	0	17	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__HGM11416|s__HGM11416_sp900766495	0	0	0	22	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	23	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__HGM11416|s__HGM11416_sp900768525	0	0	0	13	0	0	1278	98	0	19	0	0	0	14	0	112	0	0	0	0	0	25	0	0	0	0	12	0	0	11	0	0	107	0	0	0	0	0	0	27	0	0	0	0	0	0	0	56	0	17	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__MGYG000000399|s__MGYG000000399	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	25	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__MGYG000004445|s__MGYG000004445	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	100	19	0	0	0	0	0	0	0	16	0	0	0	11	0	0	24	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__QALS01|s__MGYG000001914	0	0	0	629	0	39	55	0	479	0	0	0	14	0	0	0	0	0	10	0	0	255	68	0	0	12	0	0	16	326	0	0	0	0	0	0	47	0	0	0	13	0	21	0	0	0	0	0	0	0	0	32	25	0	0	15	0	0	0	452	2100	0	0	16	1500	0	0	0	192	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__QALS01|s__QALS01_sp003150575	0	1142	2555	1855	0	24	306	237	214	451	1162	55	65	0	0	588	1432	141	1322	12	15	176	0	0	0	0	479	3226	731	59	106	574	1261	0	0	0	18	34	126	7367	2327	0	95	0	0	14	305	2457	10	15	767	4459	0	56	76	11963	0	31	41	445	455	0	0	0	0	0	100	23	25	677	1258	163
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__QALS01|s__QALS01_sp900552625	0	232	89	141	0	586	0	488	14	304	505	173	101	0	0	454	52	153	640	0	0	55	658	24	0	168	697	1007	97	111	170	383	28	0	0	35	27	0	395	541	424	0	356	291	0	0	136	417	0	0	36	3963	0	184	5675	3633	0	19	750	943	618	408	34	51	996	0	229	0	10	256	66	26
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__QALS01|s__QALS01_sp900555925	0	74	25	1825	0	0	41	491	17	0	2640	859	155	0	0	0	862	1579	319	23	11	222	0	0	0	0	59	264	187	426	0	13	3630	32	139	14	22	0	755	40	1269	0	0	47	0	0	263	62	59	25	28	4212	0	493	276	2334	0	1353	634	323	7489	23	0	0	36	0	1465	0	2835	4921	3241	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__QALS01|s__QALS01_sp900769545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA10281|s__MGYG000002654	0	0	0	21	28	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA10281|s__MGYG000004310	0	0	0	43	0	0	47	61	0	0	0	0	0	25	0	20	12	0	0	0	0	12	0	0	0	0	158	0	0	42	0	0	65	0	0	0	0	0	0	26	15	0	0	0	0	13	0	16	0	0	0	18	0	0	0	24	0	11	0	40	20	0	0	0	0	0	0	0	11	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA10281|s__UBA10281_sp000437515	0	0	15	18	0	0	67	28	20	0	0	0	0	0	0	15	0	0	0	0	0	11	0	0	0	0	19	0	0	14	0	0	98	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	26	0	0	13	11	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA10281|s__UBA10281_sp900548285	0	0	0	13	0	45	662	190	41	0	0	0	0	83	0	24	0	0	31	86	0	365	0	0	0	0	977	0	0	50	0	0	594	0	0	0	0	0	20	13	0	0	0	0	0	0	0	22	0	0	134	308	0	0	19	27	0	20	0	10	0	75	0	0	0	0	0	0	411	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA10281|s__UBA10281_sp900554485	0	0	0	0	0	94	434	1888	0	0	0	0	0	539	0	0	0	0	0	460	110	0	0	0	0	0	0	0	0	0	0	0	4123	0	0	0	0	0	0	275	0	0	0	0	0	0	0	159	0	349	0	0	0	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA10281|s__UBA10281_sp900556195	0	19	45	138	0	11	274	899	16	0	47	0	11	0	0	24	0	0	17	0	0	115	0	0	10	0	178	58	19	69	0	0	88	0	0	0	0	0	11	203	0	0	120	0	0	0	21	126	0	36	17	238	0	0	18	161	0	23	20	55	0	12	0	0	0	0	0	0	14	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA10281|s__UBA10281_sp900764105	0	0	0	383	0	0	0	1542	0	0	0	0	0	0	0	2592	0	0	0	0	0	216	0	0	0	0	596	0	0	649	0	0	2366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	359	0	0	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA10281|s__UBA10281_sp900767495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA10281|s__UBA10281_sp900767815	0	0	10	197	0	16	107	124	0	16	11	0	0	11	0	130	12	0	0	0	0	13	0	0	0	0	164	0	0	1608	0	0	56	0	0	0	15	0	0	40	0	0	48	0	0	0	0	90	0	0	14	255	0	0	15	58	0	160	0	32	0	59	0	0	0	0	0	0	0	0	10	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA10281|s__UBA10281_sp900767885	0	0	0	32	0	15	28	130	0	25	0	0	0	29	0	3587	0	0	0	12	0	63	0	0	0	0	44	0	0	50	0	0	226	0	0	0	0	0	130	0	0	0	0	0	0	0	0	17	0	0	97	23	0	0	0	10	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA11475|s__UBA11475_sp003538975	0	0	0	12	0	0	89	88	0	0	0	0	0	15	0	15	0	0	0	0	0	2124	0	0	0	0	12	0	0	0	0	0	51	0	0	0	0	0	0	11	22	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA11940|s__MGYG000001852	0	0	682	160	0	0	748	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	90	2969	0	0	0	0	0	0	0	0	0	0	316	0	0	0	0	0	0	0	0	0	0	17	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA11940|s__MGYG000001854	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA11940|s__UBA11940_sp900549005	0	0	0	14	0	0	0	0	142	0	17	0	738	1299	0	0	0	0	0	0	0	0	0	0	298	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	10	0	0	0	46	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA1259|s__MGYG000001843	0	0	0	198	0	0	1610	393	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes_A|c__Clostridia_A|o__Christensenellales|f__Borkfalkiaceae|g__UBA1259|s__MGYG000001863	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
